CpG_id	Symbol	Description
cg21137823	PRKCZ	protein kinase C; zeta isoform 1
cg21140292	SMARCA2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin a2 isoform b
cg21142158	COG6	component of oligomeric golgi complex 6
cg21142188	ATP7A	ATPase; Cu++ transporting; alpha polypeptide
cg21142272	LOC283849	hypothetical protein LOC283849
cg21142398	GLIS1	GLIS family zinc finger 1
cg21144270	STK25	serine/threonine kinase 25
cg21144587	XAB1	XPA binding protein 1
cg21145624	MEIS3	Meis1; myeloid ecotropic viral integration site 1 homolog 3 isoform 2
cg21146268	HIST1H2BE	H2B histone family; member H
cg21148892	CLEC4F	C-type lectin; superfamily member 13
cg21151355	GJB3	connexin 31
cg21152662	TEC	tec protein tyrosine kinase
cg21152671	TRAF1	TNF receptor-associated factor 1
cg21153758	ITGA1	integrin; alpha 1 precursor
cg21154823	RAI16	retinoic acid induced 16
cg21161070	RACGAP1	Rac GTPase activating protein 1
cg21161651	C11orf48	hypothetical protein LOC79081
cg21162961	RRH	peropsin
cg21163415	EDN3	endothelin 3 isoform 1 preproprotein
cg21164303	TMED3	transmembrane emp24 domain containing 3
cg21165219	FAM38B	hypothetical protein LOC63895
cg21165909	CPS1	carbamoyl-phosphate synthetase 1; mitochondrial
cg21166555	MAD1L1	MAD1-like 1 protein
cg21166999	ROS1	proto-oncogene c-ros-1 protein precursor
cg21167159	H19	
cg21168622	ZNF350	zinc finger protein 350
cg21168884	C6orf122	chromosome 6 open reading frame 122
cg21169285	MAPK9	mitogen-activated protein kinase 9 isoform 1
cg21171130	C14orf122	hypothetical protein LOC51016
cg21171373	WDR5B	WD repeat domain 5B
cg21171615	PTPRC	protein tyrosine phosphatase; receptor type; C isoform 1 precursor
cg21172540	TSSK3	testis-specific serine kinase 3
cg21173623	MGC14141	hypothetical protein LOC85014
cg21176048	PEX5L	PXR2b protein
cg21177096	MATN3	matrilin 3 precursor
cg21178548	SAMD14	hypothetical protein LOC201191
cg21179457	INSM2	insulinoma-associated protein IA-6
cg21180599	TLE6	transducin-like enhancer of split 6 (E(sp1) homolog; Drosophila)
cg21182322	POU2F1	POU domain; class 2; transcription factor 1
cg21182407	BPHL	biphenyl hydrolase-like
cg21182454	MERTK	MER receptor tyrosine kinase precursor
cg21183846	FMO4	flavin containing monooxygenase 4
cg21183872	LONRF3	LON peptidase N-terminal domain and ring finger 3 isoform 2
cg21184011	NHN1	conserved nuclear protein NHN1
cg21184174	NGFB	nerve growth factor; beta polypeptide precursor
cg21184495	ZNF207	zinc finger protein 207 isoform b
cg21185421	C9orf42	hypothetical protein LOC116224
cg21187265	SEPN1	selenoprotein N; 1 isoform 1 precursor
cg21194776	USP54	ubiquitin specific protease 54
cg21195120	MBTPS2	membrane-bound transcription factor protease; site 2
cg21195414	ELOVL5	homolog of yeast long chain polyunsaturated fatty acid elongatio
cg21196187	PSKH1	protein serine kinase H1
cg21197871	C8orf38	hypothetical protein LOC137682
cg21197973	PH-4	hypoxia-inducible factor prolyl 4-hydroxylase isoform b
cg21198021	PHC2	polyhomeotic 2-like isoform a
cg21200380	C1QBP	complement component 1; q subcomponent binding protein precursor
cg21200703	SLC34A2	solute carrier family 34 (sodium phosphate); member 2
cg21201109	ANKRD25	ankyrin repeat domain 25
cg21201572	AGR2	anterior gradient 2 homolog
cg21201659	SEC23IP	Sec23-interacting protein p125
cg21203420	BRWD1	bromodomain and WD repeat domain containing 1 isoform A
cg21206959	ZWINT	ZW10 interactor isoform a
cg21207418	ACP5	tartrate resistant acid phosphatase 5 precursor
cg21207436	C14orf115	hypothetical protein LOC55237
cg21208104	PRSS12	neurotrypsin precursor
cg21209091	DKK4	dickkopf homolog 4 precursor
cg21209356	CSF2RB	colony stimulating factor 2 receptor; beta; low-affinity (granulocyte-macrophage)
cg21210758	EVC	Ellis van Creveld syndrome protein
cg21210789	BAI1	brain-specific angiogenesis inhibitor 1 precursor
cg21211608	RAP1B	RAP1B; member of RAS oncogene family
cg21211748	E2F2	E2F transcription factor 2
cg21212066	GLG1	golgi apparatus protein 1
cg21212956	ZDHHC4	zinc finger; DHHC domain containing 4
cg21215336	LRRC8E	leucine rich repeat containing 8 family; member E
cg21218093	ZNF335	zinc finger protein 335
cg21218636	PCTP	phosphatidylcholine transfer protein
cg21219744	GUF1	hypothetical protein LOC60558
cg21222430	CDKN1A	cyclin-dependent kinase inhibitor 1A
cg21223353	ANGPTL7	angiopoietin-like 7
cg21223368	IDH3A	isocitrate dehydrogenase 3 (NAD+) alpha precursor
cg21224049	ATP5I	ATP synthase; H+ transporting; mitochondrial F0 complex; subunit E
cg21224759	PIN4	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting; 4 (parvulin)
cg21226224	SOX17	SRY-box 17
cg21226225	TXNRD1	thioredoxin reductase 1
cg21226234	LRRC14	leucine rich repeat containing 14
cg21226861	COMMD3	COMM domain containing 3
cg21228284	TXNL4B	thioredoxin-like 4B
cg21229055	GPM6B	glycoprotein M6B isoform 1
cg21229859	MYEF2	myelin gene expression factor 2
cg21230133	KRTHA1	type I hair keratin 1
cg21230392	PROM1	prominin 1
cg21230435	OPN1SW	opsin 1 (cone pigments); short-wave-sensitive (color blindness; tritan)
cg21232015	CHFR	checkpoint with forkhead and ring finger domains
cg21232685	GPRASP1	G protein-coupled receptor associated sorting protein 1
cg21233722	DOCK2	dedicator of cytokinesis 2
cg21235838	SORBS1	sorbin and SH3 domain containing 1 isoform 1
cg21237418	RAB34	RAB39
cg21237591	IGF2AS	insulin-like growth factor 2 antisense
cg21238457	WNT11	wingless-type MMTV integration site family; member 11 precursor
cg21238818	GAL3ST3	galactose-3-O-sulfotransferase 3
cg21240812	TSNARE1	hypothetical protein LOC203062
cg21241823	PRDM15	PR domain containing 15
cg21242004	VTI1A	SNARE Vti1a-beta protein
cg21243096	POU3F1	POU domain; class 3; transcription factor 1
cg21243909	RCC2	RCC1-like
cg21244397	MASTL	microtubule associated serine/threonine kinase-like
cg21244955	PIK4CA	phosphatidylinositol 4-kinase; catalytic; alpha polypeptide isoform 2
cg21245135	PGAM1	phosphoglycerate mutase 1 (brain)
cg21245372	NUP98	nucleoporin 98kD isoform 2
cg21245652	MAL	T-lymphocyte maturation-associated protein isoform b
cg21246431	MGC40579	hypothetical protein LOC256356
cg21246783	CLGN	calmegin
cg21248478	CLIC2	chloride intracellular channel 2
cg21248774	SFPQ	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)
cg21250296	HIST1H2BB	H2B histone family; member F
cg21250577	ETFA	electron transfer flavoprotein; alpha polypeptide
cg21250978	PRKAR2B	cAMP-dependent protein kinase; regulatory subunit beta 2
cg21252483	NUCB1	nucleobindin 1
cg21255605	NR2C2	nuclear receptor subfamily 2; group C; member 2
cg21255626	UQCRFS1	ubiquinol-cytochrome c reductase; Rieske iron-sulfur polypeptide 1
cg21255732	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
cg21256649	PRKAR1A	cAMP-dependent protein kinase; regulatory subunit alpha 1
cg21256656	KLK6	kallikrein 6 isoform A preproprotein
cg21257635	SYF2	CCNDBP1 interactor isoform 1
cg21258987	GSPT2	peptide chain release factor 3
cg21259253	PHLDA2	pleckstrin homology-like domain family A member 2
cg21260850	CANT1	calcium activated nucleotidase 1
cg21261477	CABC1	chaperone; ABC1 activity of bc1 complex like
cg21262854	FLJ20097	hypothetical protein LOC55610 isoform b
cg21263122	SSTR1	somatostatin receptor 1
cg21263196	BCAM	basal cell adhesion molecule isoform 1 precursor
cg21264055	PRR3	proline-rich protein 3
cg21264207	EGR2	early growth response 2 protein
cg21264329	DJ122O8.2	hypothetical protein LOC57226
cg21265783	CYLN2	cytoplasmic linker 2 isoform 1
cg21269897	HIST1H4I	H4 histone family; member M
cg21269934	FLJ37478	hypothetical protein LOC339983
cg21270015	HDCMA18P	hypothetical protein LOC51574
cg21270593	PEG10	paternally expressed 10
cg21271753	TMPRSS6	transmembrane protease; serine 6
cg21272774	HOXC9	homeobox C9
cg21273029	UST	uronyl-2-sulfotransferase
cg21273098	PPIL6	peptidylprolyl isomerase (cyclophilin)-like 6
cg21273125	ABHD2	alpha/beta hydrolase domain containing protein 2
cg21274025	PLA2G3	phospholipase A2; group III precursor
cg21274570	CCL25	small inducible cytokine A25 isoform 1 precursor
cg21275690	WDR58	WD repeat domain 58
cg21277505	LOC284361	hypothetical protein LOC284361 isoform 1
cg21279601	DRD5	dopamine receptor D5
cg21279865	FAM106A	hypothetical protein LOC80039
cg21279955	SLC27A3	solute carrier family 27 member 3
cg21280384	BXDC5	RNA processing factor 1
cg21280510	NT5C1A	5prime-nucleotidase; cytosolic IA
cg21281001	CTSB	cathepsin B preproprotein
cg21281799	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2 isoform 1
cg21282997	IL18RAP	interleukin 18 receptor accessory protein precursor
cg21283680	SH3BP5	SH3-domain binding protein 5 (BTK-associated) isoform a
cg21284636	PIN4	protein (peptidyl-prolyl cis/trans isomerase) NIMA-interacting; 4 (parvulin)
cg21284731	DCC	deleted in colorectal carcinoma
cg21284880	LHFP	lipoma HMGIC fusion partner
cg21287330	C17orf81	S-phase 2 protein isoform 3
cg21288099	RRAS2	related RAS viral (r-ras) oncogene homolog 2
cg21289015	USH1C	harmonin isoform a
cg21289924	EIF3S10	eukaryotic translation initiation factor 3; subunit 10 theta; 150/170kDa
cg21290885	TMEM47	transmembrane 4 superfamily member 10
cg21291896	SLC6A6	solute carrier family 6 (neurotransmitter transporter; taurine); member 6
cg21291985	BTBD4	BTB (POZ) domain containing 4
cg21295467	LOH11CR2A	BCSC-1 isoform 2
cg21295602	PSMB6	proteasome beta 6 subunit
cg21295911	TNFSF9	tumor necrosis factor (ligand) superfamily; member 9
cg21296230	GREM1	gremlin-1 precursor
cg21296602	JOSD3	hypothetical protein MGC5306
cg21296676	EYA4	eyes absent 4 isoform a
cg21298523	NUDT9	nudix -type motif 9 isoform b
cg21299958	ITM2C	integral membrane protein 2C isoform 3
cg21300318	C19orf30	hypothetical protein LOC284424
cg21300561	K-ALPHA-1	tubulin; alpha; ubiquitous
cg21301148	MYH6	myosin heavy chain 6
cg21301440	CYGB	cytoglobin
cg21302727	TACC2	transforming; acidic coiled-coil containing protein 2 isoform d
cg21303011	THRB	thyroid hormone receptor; beta
cg21303386	RGS7	regulator of G-protein signalling 7
cg21304187	CCPG1	cell cycle progression 1 isoform 2
cg21305265	CDCA2	cell division cycle associated 2
cg21306212	C13orf10	cutaneous T-cell lymphoma tumor antigen se70-2
cg21306218	ZNF276	zinc finger protein 276 homolog
cg21306775	FLJ44881	hypothetical protein LOC400661
cg21307628	URB	steroid-sensitive protein 1
cg21307697	EXOSC7	exosome component 7
cg21309049	STK17A	serine/threonine kinase 17a (apoptosis-inducing)
cg21309147	STAC2	SH3 and cysteine rich domain 2
cg21311175	HIRA	HIR (histone cell cycle regulation defective; S. cerevisiae) homolog A
cg21312090	TRPS1	zinc finger transcription factor TRPS1
cg21312148	LCE2D	late cornified envelope 2D
cg21319693	PRDX1	peroxiredoxin 1
cg21319745	UTP11L	UTP11-like; U3 small nucleolar ribonucleoprotein;
cg21321735	KIF1A	axonal transport of synaptic vesicles
cg21321885	NDE1	nuclear distribution gene E homolog 1
cg21322149	SENP7	sentrin/SUMO-specific protease 7
cg21324308	PROK1	prokineticin 1
cg21325760	MAGEL2	MAGE-like protein 2
cg21329628	CD320	8D6 antigen
cg21330703	DRD2	dopamine receptor D2 isoform short
cg21331335	KCNV2	potassium channel; subfamily V; member 2
cg21331821	ZSCAN1	zinc finger and SCAN domain containing 1
cg21332946	LIX1L	hypothetical protein LOC128077
cg21333964	HMBS	hydroxymethylbilane synthase isoform 1
cg21335556	FLJ35773	hypothetical protein LOC162387
cg21335942	SETD6	hypothetical protein LOC79918
cg21336547	AKAP8	A-kinase anchor protein 8
cg21337430	APEX1	APEX nuclease
cg21339926	CLMN	calponin like transmembrane domain protein
cg21341271	C7orf36	hypothetical protein LOC57002
cg21341807	RABL4	RAB; member of RAS oncogene family-like 4
cg21342728	GPR24	G protein-coupled receptor 24
cg21347412	STAP2	signal-transducing adaptor protein-2 isoform 1
cg21348691	DUS2L	dihydrouridine synthase 2-like (SMM1; S. cerevisiae)
cg21349901	ERVK6	endogenous retroviral sequence K; 6
cg21350115	CALCRL	calcitonin receptor-like
cg21350283	ACTN1	actinin; alpha 1
cg21351102	MRCL3	myosin regulatory light chain MRCL3
cg21351994	EMX1	empty spiracles homolog 1
cg21353232	SEZ6L	seizure related 6 homolog (mouse)-like precursor
cg21355508	RBM10	RNA binding motif protein 10 isoform 1
cg21358381	PPY	pancreatic polypeptide
cg21359747	ALDH1A3	aldehyde dehydrogenase 1A3
cg21360828	CENPA	centromere protein A
cg21361470	C6orf117	hypothetical protein LOC112609
cg21363706	NAT1	N-acetyltransferase 1
cg21363943	SF3B4	splicing factor 3b; subunit 4
cg21364150	DUSP19	dual specificity phosphatase 19
cg21365235	OCRL	phosphatidylinositol polyphosphate 5-phosphatase isoform b
cg21365602	GBP4	guanylate binding protein 4
cg21366535	RSHL2	radial spokehead-like 2
cg21366834	CCR4	chemokine (C-C motif) receptor 4
cg21367040	TMEM50A	small membrane protein 1
cg21367957	F10	coagulation factor X precursor
cg21368354	FLJ10769	hypothetical protein LOC55739
cg21369679	DNAJA2	DnaJ subfamily A member 2
cg21369988	C1QDC1	C1q domain containing 1 isoform 3
cg21370143	MYBPC3	protein C; cardiac
cg21371335	DNAJC7	DnaJ (Hsp40) homolog; subfamily C; member 7
cg21372397	HIC2	hypermethylated in cancer 2
cg21372914	CLEC4M	CD299 antigen isoform 1
cg21373526	RAB30	RAB30; member RAS oncogene family
cg21374864	TOR1A	torsin A
cg21375825	LCT	lactase-phlorizin hydrolase preproprotein
cg21376883	ACTN2	actinin; alpha 2
cg21377793	TSPAN3	transmembrane 4 superfamily member 8 isoform 1
cg21378047	H1FX	H1 histone family; member X
cg21378206	IL1F5	interleukin 1 family; member 5
cg21379008	ATP8B2	ATPase; Class I; type 8B; member 2 isoform b
cg21379309	C14orf147	hypothetical protein LOC171546
cg21379816	SRM	spermidine synthase
cg21380294	ZSCAN2	zinc finger protein 29 isoform 3
cg21380842	KCNJ6	potassium inwardly-rectifying channel J6
cg21383720	C9orf10	hypothetical protein LOC23196
cg21387281	OGFR	opioid growth factor receptor
cg21387302	RFX3	regulatory factor X3 isoform a
cg21388029	CREG2	cellular repressor of E1A-stimulated genes 2
cg21389013	PPM1G	protein phosphatase 1G
cg21389884	PVRL1	poliovirus receptor-related 1 (herpesvirus entry mediator C; nectin) isoform 2
cg21391660	LLGL2	lethal giant larvae homolog 2 isoform a
cg21395782	NDUFA13	cell death-regulatory protein GRIM19
cg21395967	FLJ20298	hypothetical protein LOC54885 isoform a
cg21396405	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G
cg21399079	GPR45	G protein-coupled receptor 45
cg21399198	FBXL13	F-box and leucine-rich repeat protein 13
cg21400640	TMSB4X	thymosin; beta 4
cg21400896	ABI3	NESH protein
cg21401794	LRRC8C	factor for adipocyte differentiation 158
cg21402035	GALR3	galanin receptor 3
cg21402071	CHRNB4	cholinergic receptor; nicotinic; beta polypeptide 4
cg21404906	XRCC5	ATP-dependent DNA helicase II
cg21405195	PEG10	paternally expressed 10
cg21406461	IFI16	interferon; gamma-inducible protein 16
cg21407055	ART1	ADP-ribosyltransferase 1
cg21407839	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A isoform 3
cg21409722	AKAP1	A-kinase anchor protein 1 isoform 1 precursor
cg21409833	ANGPTL3	angiopoietin-like 3 precursor
cg21410991	ISL1	islet-1
cg21412748	FCHSD2	FCH and double SH3 domains 2
cg21413009	DAPK2	death-associated protein kinase 2
cg21413251	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase; type I; beta isoform 2
cg21414251	OR12D2	olfactory receptor; family 12; subfamily D; member 2
cg21415080	BANF1	barrier to autointegration factor 1
cg21415604	C4B	complement component 4B preproprotein
cg21415698	EXPH5	exophilin 5
cg21416022	TTC23	tetratricopeptide repeat domain 23 isoform 2
cg21416237	FKBP10	FK506 binding protein 10; 65 kDa
cg21416602	ECD	suppressor of S. cerevisiae gcr2
cg21418052	B3GTL	beta 3-glycosyltransferase-like
cg21418076	LTB4R2	leukotriene B4 receptor 2
cg21419475	EIF2B1	eukaryotic translation initiation factor 2B; subunit 1 alpha; 26kDa
cg21420531	SLC5A6	solute carrier family 5 (sodium-dependent vitamin transporter); member 6
cg21421501	FTH1	ferritin; heavy polypeptide 1
cg21421701	SNFT	Jun dimerization protein p21SNFT
cg21422208	RFT1	hypothetical protein LOC91869
cg21422622	RUTBC3	RUN and TBC1 domain containing 3
cg21424904	GRK6	G protein-coupled receptor kinase 6 isoform B
cg21426387	SNN	Stannin
cg21428681	NKX3-1	NK3 transcription factor related; locus 1
cg21429500	LAP3	leucine aminopeptidase
cg21430666	HIST3H3	H3 histone family; member T
cg21431091	TMEM9	transmembrane protein 9
cg21431536	LGR8	G protein coupled receptor affecting testicular descent
cg21432513	CHFR	checkpoint with forkhead and ring finger domains
cg21432842	CSF3	colony stimulating factor 3 isoform a precursor
cg21432954	TRPC4	transient receptor potential 4
cg21433933	APXL2	apical protein 2
cg21434440	CD2AP	CD2-associated protein
cg21434954	LCE1B	late cornified envelope 1B
cg21435336	ANKRD41	ankyrin repeat domain 41
cg21435394	NUDT14	nudix -type motif 14
cg21438018	MSH4	mutS homolog 4
cg21439450	POLR2C	DNA directed RNA polymerase II polypeptide C
cg21440587	AIF1	allograft inflammatory factor 1 isoform 1
cg21443261	TRIM35	tripartite motif-containing 35 isoform 2
cg21443584	MBIP	MAP3K12 binding inhibitory protein 1
cg21448423	ACOT11	thioesterase; adipose associated isoform BFIT1
cg21449655	CASP9	caspase 9 isoform alpha preproprotein
cg21449843	MANBAL	mannosidase; beta A; lysosomal-like
cg21450627	PSD4	pleckstrin and Sec7 domain containing 4
cg21451553	NOVA2	neuro-oncological ventral antigen 2
cg21452443	NMT1	N-myristoyltransferase 1
cg21452766	CTH	cystathionase isoform 1
cg21453309	FAM101A	hypothetical protein LOC144347
cg21453677	HIST1H1C	H1 histone family; member 2
cg21457147	KCTD4	potassium channel tetramerisation domain containing 4
cg21457804	CT45-2	cancer/testis antigen CT45
cg21458041	TNP2	transition protein 2 (during histone to protamine replacement)
cg21458116	GGA1	golgi associated; gamma adaptin ear containing; ARF binding protein 1 isoform 1
cg21458907	CADPS	Ca2+-dependent secretion activator isoform 3
cg21459710	CDC37	CDC37 homolog
cg21459867	IDUA	alpha-L-iduronidase precursor
cg21459921	ADRM1	adhesion regulating molecule 1 precursor
cg21460081	HOXB4	homeo box B4
cg21460582	CSPG4	melanoma-associated chondroitin sulfate proteoglycan 4
cg21461100	NOVA2	neuro-oncological ventral antigen 2
cg21462299	VGLL1	vestigial like 1
cg21463023	SS18L2	synovial sarcoma translocation gene on chromosome 18-like 2
cg21465754	RAD51	RAD51 homolog protein isoform 1
cg21466821	HIPK4	homeodomain interacting protein kinase 4
cg21468416	NEK6	putative serine-threonine protein kinase
cg21472099	SYAP1	SYAP1 protein
cg21472642	CHN2	chimerin (chimaerin) 2
cg21474838	KLRD1	killer cell lectin-like receptor subfamily D; member 1 isoform 1
cg21475255	DAG1	dystroglycan 1 precursor
